purchase_history,product_preferences,brand_affinity,payment_methods,channel_preferences,shopping_frequency,average_purchase_value,returned_items_frequency,loyalty_program_enrollment,promotional_sensitivity,wishlist_activity,cart_abandonment_rate,event_participation,content_engagement_level,advertisement_response_rate
Rare,Books,High,Debit Card,Online,Monthly,$100-$500,Low,No,High,Inactive,High,Occasional,Moderate,Moderate
Occasional,Groceries,High,Cash,Online,Monthly,$100-$500,Moderate,Yes,Low,Inactive,High,Occasional,Low,High
Occasional,Books,Moderate,Debit Card,Both,Weekly,$100-$500,High,No,Low,Active,High,Occasional,High,Moderate
Rare,Electronics,Low,Digital Wallet,Online,Daily,$100-$500,Low,No,High,Active,Low,Never,Moderate,Low
Frequent,Home Decor,Low,Cash,Online,Occasionally,$100-$500,Moderate,No,Moderate,Active,Moderate,Never,Moderate,Low
Rare,Electronics,Moderate,Cash,Both,Daily,$50-$100,High,Yes,Moderate,Inactive,Moderate,Occasional,High,Low
Frequent,Home Decor,Low,Credit Card,Both,Monthly,$50-$100,Low,Yes,High,Inactive,Low,Never,Moderate,High
Occasional,Home Decor,High,Cash,Online,Weekly,<$50,High,Yes,High,Active,Moderate,Occasional,High,Moderate
Frequent,Electronics,Moderate,Debit Card,Offline,Daily,$50-$100,High,No,Low,Active,Low,Frequent,High,High
Occasional,Books,Moderate,Credit Card,Both,Occasionally,>$500,Low,No,Low,Active,High,Frequent,Low,Low
Frequent,Books,Moderate,Cash,Offline,Daily,$50-$100,High,Yes,High,Active,Low,Occasional,High,High
Occasional,Books,Low,Digital Wallet,Both,Monthly,$100-$500,High,Yes,Moderate,Inactive,Low,Frequent,Moderate,Low
Frequent,Home Decor,Low,Debit Card,Online,Monthly,$50-$100,High,Yes,Low,Active,Moderate,Never,Low,Low
Rare,Electronics,Moderate,Cash,Both,Weekly,$50-$100,Moderate,No,High,Inactive,High,Never,Low,Low
Rare,Groceries,Low,Debit Card,Online,Monthly,<$50,Low,Yes,High,Active,Moderate,Frequent,Moderate,High
Frequent,Groceries,Low,Credit Card,Offline,Occasionally,$100-$500,Low,No,Low,Inactive,High,Never,Moderate,High
Rare,Books,Low,Cash,Both,Monthly,$50-$100,High,No,Low,Inactive,Low,Frequent,Moderate,Moderate
Occasional,Home Decor,Low,Digital Wallet,Online,Weekly,<$50,Low,No,Moderate,Inactive,Low,Frequent,Moderate,Moderate
Occasional,Electronics,Low,Digital Wallet,Online,Daily,$100-$500,High,No,High,Inactive,High,Frequent,High,High
Frequent,Books,Low,Digital Wallet,Online,Occasionally,>$500,Low,Yes,Low,Inactive,Low,Never,High,Moderate
Occasional,Electronics,Moderate,Cash,Offline,Weekly,$100-$500,Moderate,Yes,Moderate,Inactive,High,Occasional,Moderate,High
Occasional,Clothing,Low,Digital Wallet,Online,Occasionally,$100-$500,Moderate,Yes,Moderate,Active,High,Occasional,High,Low
Frequent,Groceries,Moderate,Digital Wallet,Offline,Occasionally,$50-$100,High,No,High,Inactive,High,Frequent,Moderate,High
Frequent,Home Decor,High,Digital Wallet,Online,Daily,$100-$500,High,Yes,Moderate,Active,Moderate,Occasional,Low,High
Frequent,Groceries,Moderate,Digital Wallet,Both,Monthly,>$500,Low,Yes,High,Active,Moderate,Never,Moderate,Low
Rare,Groceries,Moderate,Digital Wallet,Both,Occasionally,>$500,Low,Yes,High,Inactive,High,Frequent,Moderate,Moderate
Rare,Books,Low,Debit Card,Online,Monthly,>$500,High,No,High,Inactive,Low,Occasional,Moderate,Moderate
Frequent,Books,Moderate,Cash,Online,Weekly,>$500,Low,Yes,High,Inactive,High,Never,Moderate,Low
Frequent,Home Decor,Low,Digital Wallet,Both,Monthly,>$500,Low,Yes,Low,Inactive,Moderate,Never,Moderate,High
Occasional,Clothing,Moderate,Digital Wallet,Online,Daily,$50-$100,High,No,High,Active,Low,Never,Moderate,Low
Frequent,Home Decor,Moderate,Digital Wallet,Both,Weekly,<$50,Low,Yes,Low,Active,High,Never,Moderate,High
Frequent,Groceries,Moderate,Digital Wallet,Both,Monthly,$100-$500,Moderate,Yes,Low,Inactive,Low,Never,Moderate,Moderate
Rare,Groceries,Low,Cash,Offline,Occasionally,$50-$100,High,No,Moderate,Inactive,Low,Never,Moderate,High
Rare,Electronics,High,Digital Wallet,Offline,Monthly,$100-$500,Low,No,Moderate,Inactive,Low,Never,Moderate,Moderate
Rare,Clothing,Moderate,Digital Wallet,Both,Weekly,>$500,Moderate,Yes,Moderate,Active,High,Never,Moderate,Moderate
Frequent,Electronics,Moderate,Cash,Offline,Occasionally,<$50,Moderate,Yes,Low,Inactive,Low,Occasional,Moderate,Moderate
Occasional,Books,Moderate,Cash,Offline,Weekly,$50-$100,Low,No,High,Active,High,Occasional,High,Moderate
Frequent,Clothing,Moderate,Credit Card,Offline,Weekly,$50-$100,Moderate,Yes,Moderate,Active,Moderate,Occasional,High,Moderate
Rare,Electronics,Moderate,Debit Card,Offline,Monthly,$100-$500,Low,Yes,Moderate,Active,Moderate,Occasional,Low,Moderate
Rare,Books,Moderate,Cash,Offline,Monthly,$50-$100,Low,Yes,High,Active,Low,Frequent,Moderate,Moderate
Rare,Books,Low,Digital Wallet,Offline,Weekly,$50-$100,Low,No,High,Active,Low,Never,High,High
Frequent,Groceries,High,Debit Card,Both,Monthly,$50-$100,Moderate,No,High,Active,High,Never,Moderate,High
Rare,Books,High,Credit Card,Offline,Daily,$100-$500,Low,Yes,Low,Inactive,High,Occasional,High,Low
Frequent,Clothing,High,Cash,Both,Daily,>$500,Moderate,No,High,Active,High,Never,High,Low
Rare,Books,Low,Credit Card,Both,Daily,<$50,High,Yes,Moderate,Inactive,Low,Occasional,Moderate,High
Frequent,Electronics,Moderate,Credit Card,Both,Monthly,$100-$500,High,Yes,High,Inactive,Low,Frequent,Low,High
Rare,Clothing,Low,Credit Card,Online,Weekly,$100-$500,Moderate,No,Moderate,Inactive,High,Never,High,High
Occasional,Electronics,Moderate,Debit Card,Offline,Occasionally,$100-$500,Moderate,Yes,High,Active,Moderate,Never,High,Moderate
Rare,Home Decor,High,Debit Card,Both,Weekly,>$500,Low,Yes,Low,Active,Moderate,Occasional,Moderate,Moderate
Occasional,Books,Moderate,Cash,Both,Monthly,$100-$500,Low,Yes,Low,Active,High,Frequent,Moderate,Low
Occasional,Home Decor,High,Debit Card,Online,Weekly,<$50,High,No,Low,Active,Moderate,Frequent,High,Moderate
Occasional,Books,Low,Debit Card,Online,Weekly,<$50,Moderate,Yes,High,Inactive,Low,Never,High,Low
Occasional,Groceries,Moderate,Cash,Offline,Occasionally,<$50,Low,Yes,Low,Active,Moderate,Occasional,Low,Low
Occasional,Groceries,High,Debit Card,Online,Daily,>$500,High,No,High,Active,Moderate,Frequent,Moderate,Moderate
Frequent,Groceries,Low,Credit Card,Both,Monthly,<$50,Moderate,Yes,High,Inactive,High,Never,Low,Low
Occasional,Groceries,Moderate,Credit Card,Both,Monthly,$50-$100,High,No,Moderate,Active,Moderate,Never,Moderate,Moderate
Occasional,Electronics,Moderate,Credit Card,Online,Occasionally,$100-$500,Moderate,No,High,Inactive,High,Frequent,Moderate,Low
Occasional,Clothing,High,Credit Card,Offline,Monthly,$100-$500,High,No,High,Active,Low,Never,Moderate,High
Occasional,Electronics,Moderate,Debit Card,Both,Occasionally,$100-$500,Moderate,Yes,Low,Active,High,Never,Low,Moderate
Frequent,Clothing,High,Digital Wallet,Both,Occasionally,$100-$500,Moderate,No,High,Inactive,Moderate,Never,High,Low
Occasional,Clothing,Low,Credit Card,Offline,Daily,>$500,Low,Yes,Low,Inactive,Low,Occasional,Moderate,Low
Rare,Books,Moderate,Digital Wallet,Offline,Weekly,$100-$500,High,Yes,Moderate,Inactive,High,Frequent,Low,Low
Occasional,Groceries,Low,Debit Card,Both,Monthly,$100-$500,Moderate,Yes,Low,Active,Low,Occasional,Moderate,Moderate
Rare,Clothing,Low,Cash,Online,Weekly,$100-$500,Low,Yes,Moderate,Inactive,Moderate,Never,Low,Moderate
Frequent,Groceries,Low,Credit Card,Online,Occasionally,>$500,Moderate,Yes,Moderate,Active,Moderate,Frequent,Low,Moderate
Occasional,Electronics,Moderate,Credit Card,Offline,Daily,>$500,High,Yes,High,Active,High,Never,High,Moderate
Occasional,Groceries,Moderate,Digital Wallet,Both,Weekly,$50-$100,High,No,Low,Inactive,High,Never,High,Moderate
Rare,Groceries,High,Debit Card,Both,Monthly,>$500,High,Yes,High,Inactive,High,Occasional,High,Moderate
Occasional,Groceries,High,Digital Wallet,Online,Monthly,<$50,Moderate,Yes,High,Inactive,Moderate,Never,High,Moderate
Rare,Groceries,Low,Digital Wallet,Online,Daily,>$500,Low,Yes,Low,Inactive,High,Occasional,Low,Moderate
Frequent,Electronics,High,Cash,Both,Occasionally,<$50,Moderate,Yes,Moderate,Inactive,Low,Occasional,High,Low
Occasional,Home Decor,Moderate,Debit Card,Online,Monthly,$50-$100,High,No,Low,Active,Moderate,Occasional,Low,High
Occasional,Clothing,Low,Cash,Offline,Weekly,<$50,Moderate,No,Moderate,Inactive,Low,Never,Moderate,Low
Occasional,Home Decor,High,Digital Wallet,Offline,Monthly,>$500,Moderate,Yes,Low,Active,High,Never,High,Low
Occasional,Books,Low,Credit Card,Offline,Daily,>$500,Moderate,No,High,Inactive,Low,Frequent,High,Low
Frequent,Home Decor,Low,Digital Wallet,Online,Occasionally,>$500,Moderate,Yes,Moderate,Active,Low,Occasional,Low,Moderate
Frequent,Electronics,Low,Credit Card,Online,Daily,$100-$500,High,Yes,Low,Active,Low,Never,High,High
Rare,Clothing,Low,Debit Card,Online,Occasionally,$50-$100,Low,No,Moderate,Inactive,Moderate,Never,High,High
Occasional,Books,High,Credit Card,Both,Weekly,$50-$100,Moderate,Yes,High,Active,Low,Frequent,High,High
Frequent,Books,High,Credit Card,Online,Monthly,$50-$100,High,No,Low,Inactive,Low,Occasional,Low,Moderate
Frequent,Home Decor,Moderate,Debit Card,Offline,Weekly,$50-$100,Moderate,Yes,Moderate,Active,High,Never,Moderate,Moderate
Frequent,Clothing,Low,Debit Card,Offline,Weekly,$100-$500,Moderate,Yes,Moderate,Inactive,High,Never,Low,Low
Occasional,Clothing,High,Cash,Offline,Weekly,<$50,Moderate,No,Moderate,Active,Low,Never,Moderate,High
Rare,Electronics,Low,Digital Wallet,Online,Daily,$100-$500,Moderate,Yes,Moderate,Active,Moderate,Never,Low,Low
Rare,Home Decor,High,Debit Card,Offline,Weekly,<$50,Low,No,Low,Active,Low,Occasional,Moderate,Moderate
Occasional,Clothing,High,Debit Card,Both,Weekly,>$500,Low,Yes,Moderate,Inactive,Moderate,Occasional,High,Low
Rare,Clothing,Low,Cash,Online,Daily,>$500,Low,No,Moderate,Inactive,Moderate,Occasional,Moderate,High
Occasional,Home Decor,High,Cash,Online,Monthly,$100-$500,Moderate,No,Low,Active,Low,Never,Moderate,High
Rare,Electronics,High,Credit Card,Offline,Daily,<$50,Moderate,Yes,Moderate,Inactive,Moderate,Never,Moderate,Moderate
Rare,Clothing,High,Digital Wallet,Online,Monthly,<$50,Moderate,Yes,High,Inactive,Moderate,Occasional,Moderate,Low
Rare,Books,Low,Credit Card,Both,Daily,<$50,Low,No,Moderate,Inactive,High,Occasional,Low,High
Frequent,Home Decor,Low,Credit Card,Both,Daily,<$50,Low,Yes,Moderate,Inactive,High,Occasional,High,Moderate
Frequent,Home Decor,Low,Cash,Online,Weekly,$100-$500,High,No,Moderate,Inactive,Low,Never,Moderate,Moderate
Rare,Groceries,High,Digital Wallet,Offline,Weekly,$100-$500,Moderate,No,Low,Active,Low,Frequent,High,High
Rare,Groceries,Low,Credit Card,Online,Monthly,>$500,Moderate,Yes,High,Active,High,Frequent,Low,High
Frequent,Clothing,Low,Cash,Offline,Monthly,>$500,Moderate,Yes,Low,Active,High,Frequent,Moderate,High
Frequent,Groceries,High,Digital Wallet,Online,Monthly,<$50,Low,Yes,High,Active,High,Occasional,High,High
Rare,Books,High,Debit Card,Online,Weekly,$100-$500,Low,Yes,High,Inactive,Moderate,Occasional,Low,High
Frequent,Clothing,Low,Cash,Online,Weekly,$100-$500,Moderate,Yes,Moderate,Active,High,Frequent,High,Low
Rare,Home Decor,Low,Debit Card,Offline,Monthly,$50-$100,Moderate,No,Moderate,Inactive,Low,Occasional,Low,Low
Occasional,Clothing,High,Debit Card,Both,Daily,<$50,Low,Yes,Low,Inactive,High,Occasional,Moderate,Moderate
Occasional,Electronics,Moderate,Debit Card,Both,Daily,$100-$500,High,Yes,Moderate,Inactive,High,Never,Low,Low
Occasional,Books,Low,Digital Wallet,Offline,Weekly,$100-$500,Moderate,Yes,High,Active,Moderate,Never,Moderate,Moderate
Frequent,Home Decor,Low,Debit Card,Both,Daily,<$50,Low,Yes,High,Active,High,Frequent,Low,Low
Frequent,Books,High,Debit Card,Online,Daily,<$50,Low,Yes,High,Active,High,Never,Moderate,Moderate
Frequent,Home Decor,Low,Credit Card,Online,Daily,$50-$100,Moderate,No,High,Inactive,Moderate,Never,Moderate,Low
Rare,Home Decor,Moderate,Debit Card,Offline,Daily,$50-$100,High,No,High,Active,Moderate,Occasional,Moderate,High
Occasional,Books,Moderate,Cash,Online,Monthly,>$500,Moderate,Yes,Moderate,Active,Moderate,Frequent,High,Moderate
Frequent,Clothing,Low,Debit Card,Offline,Occasionally,>$500,Low,Yes,High,Inactive,Moderate,Frequent,High,Moderate
Frequent,Electronics,Low,Credit Card,Both,Occasionally,<$50,Moderate,No,High,Inactive,Low,Occasional,Low,High
Occasional,Groceries,Low,Credit Card,Online,Monthly,$50-$100,High,Yes,High,Active,High,Never,Moderate,Moderate
Frequent,Electronics,Moderate,Credit Card,Offline,Daily,>$500,Low,Yes,Low,Active,High,Never,High,High
Rare,Groceries,Moderate,Cash,Online,Weekly,$100-$500,Low,Yes,High,Inactive,Low,Frequent,High,Low
Frequent,Home Decor,Low,Credit Card,Online,Occasionally,>$500,High,Yes,High,Active,Moderate,Occasional,High,Low
Rare,Clothing,Moderate,Credit Card,Both,Weekly,$100-$500,Moderate,Yes,Low,Inactive,High,Occasional,Moderate,High
Rare,Groceries,High,Digital Wallet,Offline,Monthly,>$500,High,No,High,Active,Low,Occasional,Moderate,Low
Rare,Home Decor,Low,Credit Card,Offline,Weekly,<$50,High,No,High,Active,High,Frequent,Moderate,Low
Occasional,Books,High,Digital Wallet,Offline,Daily,<$50,Moderate,No,High,Active,Moderate,Never,Low,High
Rare,Clothing,Low,Credit Card,Both,Daily,<$50,Low,Yes,Low,Inactive,Low,Never,Moderate,High
Rare,Books,High,Debit Card,Both,Weekly,<$50,Moderate,No,Low,Inactive,Low,Never,Low,Moderate
Frequent,Home Decor,Moderate,Digital Wallet,Both,Daily,>$500,High,Yes,Moderate,Active,High,Never,Moderate,Low
Frequent,Groceries,Moderate,Cash,Both,Daily,$50-$100,High,Yes,Low,Inactive,High,Never,High,High
Occasional,Clothing,Low,Credit Card,Online,Monthly,$50-$100,High,Yes,Moderate,Active,Moderate,Occasional,High,High
Occasional,Groceries,Low,Debit Card,Offline,Weekly,$50-$100,Moderate,Yes,High,Active,High,Never,High,Moderate
Occasional,Clothing,Moderate,Credit Card,Online,Occasionally,>$500,Moderate,Yes,High,Active,High,Frequent,Moderate,Moderate
Rare,Home Decor,Moderate,Credit Card,Online,Monthly,>$500,Moderate,Yes,Moderate,Inactive,High,Occasional,Moderate,Moderate
Frequent,Clothing,Moderate,Cash,Both,Monthly,>$500,High,Yes,High,Inactive,Moderate,Frequent,High,High
Rare,Electronics,Moderate,Debit Card,Both,Occasionally,$50-$100,Moderate,No,Low,Active,Moderate,Occasional,Low,Low
Occasional,Electronics,Low,Digital Wallet,Offline,Monthly,>$500,Moderate,No,Moderate,Inactive,Low,Frequent,Moderate,High
Frequent,Clothing,Low,Credit Card,Both,Occasionally,>$500,Low,No,Low,Inactive,Moderate,Occasional,Moderate,Low
Occasional,Groceries,Moderate,Credit Card,Offline,Monthly,$100-$500,High,Yes,Low,Active,High,Frequent,Low,Moderate
Frequent,Electronics,High,Digital Wallet,Online,Occasionally,$100-$500,High,No,Low,Inactive,Low,Occasional,Low,Moderate
Rare,Groceries,High,Cash,Both,Occasionally,>$500,Low,Yes,Low,Active,Low,Never,High,High
Rare,Clothing,Moderate,Digital Wallet,Both,Monthly,$50-$100,High,No,Low,Active,Low,Frequent,Low,High
Frequent,Electronics,Moderate,Cash,Online,Daily,$100-$500,High,Yes,High,Inactive,High,Never,Moderate,Moderate
Frequent,Books,Moderate,Digital Wallet,Both,Occasionally,$100-$500,High,No,Moderate,Active,Low,Occasional,Moderate,Low
Occasional,Home Decor,Moderate,Cash,Online,Monthly,$100-$500,Moderate,Yes,Low,Inactive,Low,Occasional,Moderate,Moderate
Occasional,Books,Moderate,Digital Wallet,Both,Monthly,>$500,High,Yes,High,Active,Moderate,Never,Moderate,High
Rare,Electronics,Low,Digital Wallet,Both,Monthly,$100-$500,Moderate,No,Low,Inactive,Moderate,Never,High,High
Rare,Electronics,Low,Debit Card,Online,Monthly,<$50,Moderate,Yes,High,Inactive,Moderate,Never,Moderate,Moderate
Rare,Clothing,High,Debit Card,Both,Daily,$50-$100,Moderate,Yes,High,Active,High,Occasional,Moderate,High
Rare,Books,Low,Debit Card,Online,Occasionally,>$500,Moderate,No,Low,Active,Low,Occasional,Moderate,Moderate
Frequent,Groceries,High,Credit Card,Online,Occasionally,<$50,Moderate,Yes,Low,Inactive,Low,Occasional,Moderate,High
Frequent,Clothing,Moderate,Credit Card,Both,Weekly,$50-$100,Moderate,Yes,High,Inactive,High,Never,High,Moderate
Frequent,Books,Low,Credit Card,Offline,Weekly,$50-$100,Moderate,No,Low,Active,Moderate,Frequent,Moderate,Moderate
Rare,Clothing,High,Debit Card,Online,Daily,$100-$500,Moderate,No,Low,Inactive,Moderate,Occasional,High,Low
Occasional,Groceries,High,Cash,Online,Occasionally,$50-$100,Low,No,Moderate,Active,Moderate,Never,Moderate,Low
Frequent,Clothing,Moderate,Debit Card,Both,Occasionally,$50-$100,Low,No,High,Active,High,Frequent,Low,Moderate
Frequent,Groceries,Low,Credit Card,Both,Occasionally,<$50,Moderate,Yes,High,Inactive,Moderate,Never,Moderate,Moderate
Occasional,Groceries,High,Credit Card,Online,Weekly,$50-$100,High,No,High,Active,Moderate,Never,Moderate,Moderate
Rare,Home Decor,Moderate,Digital Wallet,Offline,Occasionally,$100-$500,Moderate,Yes,Moderate,Active,Moderate,Never,High,Moderate
Frequent,Home Decor,Low,Cash,Online,Occasionally,$50-$100,Moderate,Yes,Low,Inactive,Moderate,Occasional,Moderate,Moderate
Occasional,Electronics,High,Cash,Offline,Occasionally,>$500,High,Yes,Low,Inactive,Low,Never,High,High
Frequent,Clothing,Low,Cash,Both,Monthly,>$500,High,Yes,Low,Inactive,High,Occasional,Moderate,Moderate
Frequent,Home Decor,High,Debit Card,Both,Daily,>$500,High,No,Moderate,Inactive,Moderate,Never,Moderate,Low
Frequent,Books,Low,Cash,Online,Occasionally,>$500,Moderate,Yes,Moderate,Inactive,Low,Occasional,High,Low
Frequent,Books,Low,Cash,Both,Monthly,$100-$500,Moderate,Yes,Low,Inactive,Low,Never,Low,Moderate
Frequent,Books,Low,Digital Wallet,Online,Monthly,<$50,Low,Yes,Low,Active,High,Occasional,Moderate,High
Frequent,Groceries,High,Debit Card,Offline,Occasionally,<$50,High,Yes,Low,Inactive,Moderate,Frequent,Moderate,Moderate
Rare,Home Decor,Moderate,Debit Card,Offline,Daily,$100-$500,Moderate,Yes,High,Active,High,Never,Low,Moderate
Occasional,Clothing,Moderate,Credit Card,Online,Occasionally,<$50,Moderate,No,Moderate,Inactive,Moderate,Never,Moderate,Moderate
Frequent,Electronics,Low,Digital Wallet,Offline,Occasionally,>$500,Low,No,Low,Active,Moderate,Occasional,Low,Low
Rare,Books,Low,Debit Card,Online,Daily,$50-$100,Moderate,Yes,Moderate,Inactive,Moderate,Never,High,Low
Occasional,Books,Moderate,Digital Wallet,Both,Daily,$100-$500,Low,Yes,High,Active,Low,Frequent,Moderate,Moderate
Occasional,Clothing,Low,Digital Wallet,Offline,Daily,$100-$500,Moderate,Yes,Moderate,Inactive,Low,Frequent,High,Moderate
Frequent,Home Decor,High,Cash,Offline,Daily,>$500,Moderate,No,Moderate,Inactive,High,Frequent,High,Moderate
Occasional,Groceries,High,Debit Card,Both,Occasionally,>$500,Low,No,High,Inactive,Moderate,Frequent,Low,Moderate
Frequent,Home Decor,High,Digital Wallet,Offline,Daily,$50-$100,High,No,Low,Inactive,Moderate,Frequent,Low,High
Rare,Books,Low,Digital Wallet,Offline,Occasionally,<$50,Low,No,High,Active,High,Never,High,Low
Rare,Books,Low,Credit Card,Offline,Daily,>$500,Moderate,No,High,Active,Low,Never,Low,High
Frequent,Clothing,Moderate,Cash,Online,Weekly,<$50,Low,No,Moderate,Inactive,Low,Frequent,Moderate,Moderate
Frequent,Electronics,Low,Credit Card,Both,Monthly,>$500,Moderate,No,Moderate,Active,High,Occasional,High,Moderate
Occasional,Groceries,Moderate,Digital Wallet,Offline,Daily,$50-$100,Low,No,Moderate,Active,Low,Occasional,Moderate,High
Frequent,Home Decor,Moderate,Digital Wallet,Both,Occasionally,$50-$100,Moderate,No,Moderate,Active,High,Frequent,Moderate,Low
Rare,Groceries,Low,Debit Card,Both,Daily,<$50,Moderate,No,Moderate,Active,Low,Frequent,High,Low
Rare,Books,Moderate,Cash,Both,Weekly,$100-$500,Low,Yes,Moderate,Active,Low,Occasional,Low,Low
Rare,Books,Low,Digital Wallet,Both,Daily,<$50,Moderate,No,Low,Inactive,Low,Occasional,High,Low
Frequent,Books,Moderate,Digital Wallet,Online,Occasionally,>$500,High,No,Moderate,Active,Low,Frequent,Low,Moderate
Frequent,Clothing,High,Debit Card,Online,Monthly,$100-$500,Moderate,Yes,High,Active,Moderate,Never,Low,High
Occasional,Groceries,Moderate,Debit Card,Both,Monthly,<$50,High,No,Low,Inactive,Low,Frequent,High,Moderate
Occasional,Clothing,High,Digital Wallet,Both,Occasionally,$50-$100,High,No,Low,Inactive,High,Never,High,Moderate
Occasional,Books,High,Cash,Both,Weekly,>$500,High,Yes,High,Active,Moderate,Frequent,High,High
Occasional,Clothing,Moderate,Credit Card,Online,Monthly,$100-$500,High,Yes,Moderate,Active,High,Frequent,Moderate,High
Occasional,Books,Low,Credit Card,Both,Occasionally,$100-$500,Low,No,High,Active,Moderate,Occasional,High,Moderate
Rare,Electronics,High,Debit Card,Offline,Weekly,>$500,Moderate,Yes,Moderate,Inactive,Low,Frequent,Low,Moderate
Occasional,Home Decor,Moderate,Cash,Both,Occasionally,<$50,Low,Yes,Low,Active,Moderate,Occasional,High,Low
Rare,Groceries,High,Credit Card,Online,Weekly,>$500,High,Yes,Moderate,Inactive,Moderate,Never,Moderate,Low
Rare,Clothing,Moderate,Cash,Online,Monthly,$100-$500,Low,Yes,High,Active,High,Never,High,Low
Frequent,Groceries,Moderate,Digital Wallet,Offline,Weekly,<$50,Moderate,No,Moderate,Active,Moderate,Never,Low,Moderate
Occasional,Electronics,Moderate,Digital Wallet,Offline,Weekly,$100-$500,Low,Yes,Low,Inactive,Low,Never,Low,Low
Frequent,Electronics,High,Debit Card,Both,Occasionally,>$500,Low,No,High,Inactive,Low,Frequent,High,Moderate
Frequent,Groceries,Low,Digital Wallet,Online,Daily,<$50,High,Yes,Low,Inactive,Low,Never,Low,High
Occasional,Electronics,High,Credit Card,Online,Occasionally,$100-$500,High,Yes,Low,Inactive,Moderate,Never,Low,Low
Occasional,Clothing,Moderate,Debit Card,Offline,Occasionally,>$500,High,Yes,Moderate,Active,High,Frequent,High,High
Occasional,Home Decor,High,Credit Card,Offline,Weekly,>$500,Low,No,Moderate,Inactive,High,Occasional,Low,High
Frequent,Books,Low,Credit Card,Both,Occasionally,<$50,High,Yes,Moderate,Inactive,High,Frequent,Low,Moderate
Occasional,Clothing,High,Debit Card,Offline,Weekly,$50-$100,High,No,Low,Active,Low,Occasional,Moderate,Moderate
Rare,Books,High,Credit Card,Offline,Occasionally,$50-$100,High,Yes,High,Inactive,High,Frequent,Moderate,High
Occasional,Home Decor,Moderate,Digital Wallet,Both,Weekly,>$500,Low,Yes,Moderate,Inactive,Low,Never,Low,Moderate
Frequent,Groceries,High,Cash,Offline,Weekly,$50-$100,High,No,High,Active,High,Occasional,Low,Low
Rare,Books,Moderate,Credit Card,Offline,Occasionally,>$500,High,No,High,Active,High,Frequent,Moderate,Low
Rare,Clothing,Low,Cash,Both,Daily,$50-$100,Low,No,Moderate,Inactive,Moderate,Occasional,Moderate,Moderate
Rare,Home Decor,High,Debit Card,Online,Occasionally,<$50,High,No,Low,Active,High,Occasional,Moderate,High
Frequent,Clothing,High,Digital Wallet,Online,Occasionally,$100-$500,Moderate,Yes,Low,Inactive,Low,Never,Moderate,High
Occasional,Electronics,Low,Credit Card,Online,Occasionally,<$50,Moderate,No,Low,Inactive,High,Occasional,Moderate,Low
Frequent,Groceries,Moderate,Cash,Offline,Weekly,$50-$100,High,Yes,Low,Active,Low,Frequent,Moderate,Low
Rare,Clothing,Low,Credit Card,Both,Weekly,$50-$100,High,Yes,High,Active,Moderate,Frequent,Moderate,Moderate
Rare,Clothing,Moderate,Digital Wallet,Both,Monthly,>$500,Moderate,No,High,Inactive,Moderate,Frequent,Low,Moderate
Frequent,Home Decor,High,Cash,Offline,Occasionally,>$500,Moderate,No,High,Active,High,Occasional,Moderate,Low
Rare,Electronics,Low,Digital Wallet,Both,Monthly,>$500,High,Yes,High,Inactive,High,Never,Moderate,Moderate
Frequent,Home Decor,Low,Cash,Online,Weekly,$50-$100,Low,No,High,Active,High,Frequent,High,Low
Rare,Groceries,Low,Digital Wallet,Both,Weekly,<$50,Low,No,Moderate,Inactive,Low,Frequent,High,High
Frequent,Groceries,High,Debit Card,Both,Occasionally,>$500,Low,Yes,Moderate,Active,Moderate,Frequent,High,High
Rare,Electronics,Moderate,Debit Card,Online,Daily,<$50,Low,Yes,Moderate,Active,Low,Frequent,High,High
Frequent,Clothing,High,Credit Card,Both,Weekly,<$50,Moderate,Yes,Low,Active,High,Never,High,Moderate
Rare,Clothing,High,Credit Card,Offline,Occasionally,>$500,High,Yes,Low,Active,Moderate,Frequent,Moderate,Moderate
Rare,Books,Low,Cash,Offline,Daily,<$50,Moderate,Yes,Low,Active,High,Frequent,Moderate,Low
Occasional,Groceries,Low,Cash,Online,Occasionally,<$50,Low,No,Moderate,Active,High,Never,Low,High
Frequent,Electronics,Moderate,Credit Card,Offline,Occasionally,>$500,High,No,High,Inactive,High,Never,High,High
Occasional,Books,High,Digital Wallet,Both,Occasionally,$50-$100,High,Yes,Low,Inactive,Moderate,Occasional,Low,Low
Rare,Clothing,Moderate,Cash,Both,Daily,$50-$100,High,Yes,High,Active,High,Frequent,Low,High
Frequent,Groceries,High,Cash,Online,Occasionally,>$500,Moderate,Yes,Low,Inactive,Low,Frequent,Moderate,Low
Rare,Electronics,Moderate,Digital Wallet,Online,Monthly,>$500,Moderate,Yes,Low,Inactive,High,Occasional,Moderate,Moderate
Occasional,Home Decor,Moderate,Debit Card,Offline,Monthly,$50-$100,High,No,High,Inactive,High,Occasional,Low,Moderate
Occasional,Books,Low,Digital Wallet,Online,Daily,$50-$100,High,Yes,High,Active,Low,Never,Moderate,Low
Rare,Home Decor,High,Credit Card,Both,Daily,$100-$500,Moderate,No,Low,Active,Moderate,Frequent,High,High
Occasional,Groceries,High,Cash,Both,Occasionally,$100-$500,Low,Yes,Low,Active,High,Occasional,Moderate,Low
Rare,Books,High,Credit Card,Online,Daily,$100-$500,Low,No,High,Active,High,Frequent,Low,Moderate
Occasional,Clothing,Low,Cash,Both,Occasionally,$50-$100,High,Yes,Low,Inactive,Moderate,Occasional,High,Moderate
